CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O        PIDS
8d952ea8584a   dev-peer0.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     7.953MiB / 2GiB       661kB / 790kB     0B / 0B          7
3f8cd61a72d1   dev-peer3.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   12.52%    9.074MiB / 2GiB       69.6MB / 58.4MB   0B / 0B          9
b42e8004cbe2   dev-peer7.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   15.23%    11.74MiB / 2GiB       69.6MB / 58.3MB   0B / 0B          10
9de7490e6ba4   dev-peer2.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   14.07%    9.258MiB / 2GiB       69.7MB / 58.4MB   0B / 0B          10
edc1b4f69ce0   dev-peer5.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   13.86%    9.098MiB / 2GiB       69.5MB / 58.5MB   0B / 0B          9
b1bc63b3ee11   dev-peer1.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   14.72%    9.457MiB / 2GiB       69MB / 58MB       0B / 0B          10
7882f567d61d   dev-peer1.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     6.027MiB / 2GiB       7.02kB / 3.51kB   0B / 0B          7
c87b0d29caf2   dev-peer6.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     5.883MiB / 2GiB       7.13kB / 3.58kB   0B / 0B          7
31a15a9f507f   dev-peer6.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   15.70%    10.48MiB / 2GiB       69.1MB / 57.9MB   0B / 0B          9
03be906b5a23   dev-peer3.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     5.82MiB / 2GiB        6.85kB / 3.54kB   0B / 0B          7
05f60286b0ce   peer7.org2.example.com                                                                                  3.29%     80.11MiB / 11.57GiB   9.04MB / 6MB      0B / 3.58MB      10
be5395fdb678   peer6.org2.example.com                                                                                  4.43%     84.47MiB / 11.57GiB   9.38MB / 6.13MB   0B / 3.58MB      11
368063a35721   peer5.org2.example.com                                                                                  7.04%     84.36MiB / 11.57GiB   9.02MB / 6.41MB   0B / 3.58MB      12
