CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O     PIDS
f5fdda2177b7   cli                                                                                                     0.00%     1.059MiB / 11.57GiB   110kB / 17.1kB    0B / 336kB    1
7736081d0aef   peer0.org2.example.com                                                                                  0.87%     91.36MiB / 11.57GiB   9.81MB / 6.88MB   0B / 3.44MB   10
70bef0f527ae   peer0.org1.example.com                                                                                  40.05%    127MiB / 11.57GiB     1.33GB / 1.08GB   0B / 3.44MB   12
a45e6f4a2f3c   couchdb0                                                                                                153.55%   102.8MiB / 11.57GiB   34.8MB / 961MB    0B / 1.54MB   42
856dcfea961c   orderer.example.com                                                                                     0.08%     20.44MiB / 11.57GiB   386kB / 1.95MB    0B / 627kB    10
c67b804d4700   couchdb1                                                                                                1.18%     56.86MiB / 11.57GiB   569kB / 569kB     0B / 1.55MB   42
aac7563a02fa   ca_org2                                                                                                 0.37%     7.32MiB / 11.57GiB    47.5kB / 77.3kB   0B / 1.13MB   8
59e30af5515e   ca_org1                                                                                                 0.00%     6.938MiB / 11.57GiB   47.5kB / 77.5kB   0B / 1.13MB   7
230d066d0a88   ca_orderer                                                                                              0.00%     7.137MiB / 11.57GiB   24.4kB / 27.3kB   0B / 659kB    8
CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O     PIDS
e878ae6139e7   dev-peer0.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     5.695MiB / 2GiB       654kB / 783kB     0B / 0B       7
7b78d3a1f7e3   dev-peer0.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   17.64%    9.926MiB / 2GiB       421MB / 356MB     0B / 0B       9
a53f1bee0a4d   dev-peer2.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   26.76%    8.316MiB / 2GiB       424MB / 357MB     0B / 0B       9
be6e23cfcaa7   dev-peer1.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   14.79%    9.34MiB / 2GiB        424MB / 357MB     0B / 0B       10
638d4abd2f96   dev-peer3.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     4.965MiB / 2GiB       10.6kB / 7.2kB    0B / 0B       7
d129f753f997   dev-peer3.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   28.95%    9.734MiB / 2GiB       424MB / 357MB     0B / 0B       10
1e86acc46be4   dev-peer2.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     4.965MiB / 2GiB       10.7kB / 7.27kB   0B / 0B       7
6f91da08f2d8   dev-peer1.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     5.145MiB / 2GiB       10.8kB / 7.34kB   0B / 0B       7
d660cedc73e9   peer3.org2.example.com                                                                                  1.36%     84.68MiB / 11.57GiB   8.24MB / 5.4MB    0B / 3.58MB   11
19bf5e37eea5   peer2.org2.example.com                                                                                  1.37%     85.78MiB / 11.57GiB   8.44MB / 5.13MB   0B / 3.58MB   10
c8e98f21a5b2   peer1.org2.example.com                                                                                  1.78%     91.36MiB / 11.57GiB   8.22MB / 5.16MB   0B / 3.58MB   10
6e871dd28013   peer3.org1.example.com                                                                                  13.46%    102.1MiB / 11.57GiB   375MB / 1.12GB    0B / 3.58MB   11
7611bfc21290   peer2.org1.example.com                                                                                  13.20%    99.3MiB / 11.57GiB    375MB / 1.12GB    0B / 3.58MB   11
d3d3a1496dda   peer1.org1.example.com                                                                                  7.46%     118.9MiB / 11.57GiB   375MB / 1.12GB    0B / 3.58MB   12
f5fdda2177b7   cli                                                                                                     0.00%     1.059MiB / 11.57GiB   110kB / 17.1kB    0B / 336kB    1
7736081d0aef   peer0.org2.example.com                                                                                  1.79%     91.36MiB / 11.57GiB   9.85MB / 6.91MB   0B / 3.44MB   10
70bef0f527ae   peer0.org1.example.com                                                                                  29.00%    134.6MiB / 11.57GiB   1.34GB / 1.09GB   0B / 3.44MB   12
a45e6f4a2f3c   couchdb0                                                                                                105.74%   102.8MiB / 11.57GiB   35MB / 970MB      0B / 1.54MB   42
856dcfea961c   orderer.example.com                                                                                     0.06%     20.45MiB / 11.57GiB   386kB / 1.95MB    0B / 627kB    10
c67b804d4700   couchdb1                                                                                                1.45%     56.86MiB / 11.57GiB   569kB / 569kB     0B / 1.55MB   42
aac7563a02fa   ca_org2                                                                                                 0.00%     7.32MiB / 11.57GiB    47.5kB / 77.3kB   0B / 1.13MB   8
59e30af5515e   ca_org1                                                                                                 0.00%     6.938MiB / 11.57GiB   47.5kB / 77.5kB   0B / 1.13MB   7
230d066d0a88   ca_orderer                                                                                              0.00%     7.137MiB / 11.57GiB   24.4kB / 27.3kB   0B / 659kB    8
CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O     PIDS
e878ae6139e7   dev-peer0.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.00%     5.695MiB / 2GiB       654kB / 783kB     0B / 0B       7
7b78d3a1f7e3   dev-peer0.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   20.68%    10.62MiB / 2GiB       425MB / 359MB     0B / 0B       9
a53f1bee0a4d   dev-peer2.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   20.11%    9.059MiB / 2GiB       428MB / 361MB     0B / 0B       9
