CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O        PIDS
2bd1e7dde2bc   peer6.org1.example.com                                                                                  12.92%    153.9MiB / 11.57GiB   126MB / 99.6MB    0B / 27.5MB      15
efcb010ad736   peer5.org1.example.com                                                                                  13.92%    144.5MiB / 11.57GiB   121MB / 107MB     0B / 28.1MB      13
e1482d9d24e1   peer4.org1.example.com                                                                                  16.40%    156.1MiB / 11.57GiB   119MB / 106MB     0B / 28.8MB      15
79bda7e132a4   peer3.org1.example.com                                                                                  15.32%    156.6MiB / 11.57GiB   120MB / 92.4MB    0B / 28.5MB      13
f43ca3b8d926   peer2.org1.example.com                                                                                  13.00%    132.2MiB / 11.57GiB   118MB / 102MB     0B / 29.8MB      14
c1ece5508f92   peer1.org1.example.com                                                                                  13.92%    143MiB / 11.57GiB     123MB / 103MB     0B / 28.9MB      14
117020961f04   cli                                                                                                     0.00%     1.066MiB / 11.57GiB   120kB / 17.5kB    53.2kB / 336kB   1
624ce2712d38   peer0.org2.example.com                                                                                  7.49%     116.1MiB / 11.57GiB   116MB / 104MB     0B / 19MB        13
f583341e09b0   peer0.org1.example.com                                                                                  7.57%     157.2MiB / 11.57GiB   113MB / 113MB     0B / 18.9MB      12
8fbe93589913   orderer.example.com                                                                                     9.92%     85.68MiB / 11.57GiB   23.6MB / 301MB    0B / 43.2MB      15
29df7c6baed2   couchdb1                                                                                                11.72%    65.89MiB / 11.57GiB   1.56MB / 1.55MB   0B / 15.5MB      42
562ba8858b07   couchdb0                                                                                                10.06%    66.66MiB / 11.57GiB   1.56MB / 1.55MB   0B / 16.4MB      42
9b83239f8b68   ca_orderer                                                                                              0.00%     7.059MiB / 11.57GiB   34.5kB / 27.2kB   16.4kB / 659kB   7
c07f92b5c9a6   ca_org2                                                                                                 0.00%     7.316MiB / 11.57GiB   82.5kB / 133kB    0B / 1.65MB      8
844594a1b4b1   ca_org1                                                                                                 0.00%     7.145MiB / 11.57GiB   82.4kB / 134kB    0B / 1.65MB      8
CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O        PIDS
b6100486c01a   dev-peer0.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.56%     8.164MiB / 2GiB       1.84MB / 1.29MB   0B / 0B          7
d43be5d0e8b3   dev-peer4.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   1.20%     7.988MiB / 2GiB       1.24MB / 529kB    0B / 0B          8
5fa2c6027bd9   dev-peer2.org2.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.40%     8.102MiB / 2GiB       1.21MB / 518kB    0B / 0B          8
6e68049281fb   dev-peer7.org1.example.com-basic_1.0-5888a1b6a788a537cf2b46cb928c59bbb52e5df079b509a9f561584935c51671   0.67%     8.223MiB / 2GiB       1.25MB / 520kB    0B / 0B          8
