CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O       PIDS
e4efb9669bcf   dev-peer2.org1.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   24.20%    8.656MiB / 2GiB       36.3MB / 30.3MB   0B / 0B         9
6d5ec4da5944   dev-peer3.org2.example.com-basic_1.0-fed8a62a32b9bc8ca8542427cb2b6a4d823755ad1cff77456586aafeca504428   0.00%     5.566MiB / 2GiB       7.8kB / 4.56kB    0B / 0B         7
06a857bd7e05   peer3.org2.example.com                                                                                  1.05%     89.25MiB / 11.57GiB   6.13MB / 3.14MB   0B / 3.44MB     10
ce2cc2b841dd   peer2.org2.example.com                                                                                  1.43%     83.65MiB / 11.57GiB   6.17MB / 3.23MB   0B / 3.43MB     10
cfe9e87c5865   peer1.org2.example.com                                                                                  1.13%     84.71MiB / 11.57GiB   6.19MB / 3.21MB   0B / 3.43MB     10
580daecde2b3   peer3.org1.example.com                                                                                  11.41%    90.47MiB / 11.57GiB   37.8MB / 98MB     0B / 3.44MB     10
d412be458b33   peer2.org1.example.com                                                                                  12.63%    80.76MiB / 11.57GiB   37.9MB / 98.2MB   0B / 3.43MB     10
de1839e03f38   peer1.org1.example.com                                                                                  11.93%    89.68MiB / 11.57GiB   37.7MB / 98MB     0B / 3.43MB     10
41032be9efd7   cli                                                                                                     0.00%     1.07MiB / 11.57GiB    110kB / 17.4kB    0B / 336kB      1
1d022ede98c8   peer0.org1.example.com                                                                                  39.36%    103.1MiB / 11.57GiB   116MB / 95.6MB    0B / 3.36MB     11
cfbeb89ca648   peer0.org2.example.com                                                                                  1.67%     75.11MiB / 11.57GiB   7.09MB / 4.17MB   0B / 3.36MB     10
a52ef1eafd43   couchdb0                                                                                                142.82%   74.28MiB / 11.57GiB   2.42MB / 79.1MB   0B / 1.41MB     42
3f41b9cb9a7c   couchdb1                                                                                                1.20%     55.45MiB / 11.57GiB   362kB / 338kB     0B / 1.41MB     42
f468fff84ef9   orderer.example.com                                                                                     0.04%     15.09MiB / 11.57GiB   247kB / 1.39MB    123kB / 504kB   9
1a45b6ea5380   ca_org2                                                                                                 0.00%     7.316MiB / 11.57GiB   46.9kB / 77.2kB   0B / 1.13MB     8
a1f9045aee12   ca_orderer                                                                                              0.00%     7.195MiB / 11.57GiB   24kB / 27.2kB     0B / 659kB      7
9d7311074e90   ca_org1                                                                                                 0.00%     7.184MiB / 11.57GiB   47.4kB / 77.7kB   0B / 1.13MB     7
CONTAINER      NAME                                                                                                    CPU %     MEM USAGE / LIMIT     NET I/O           BLOCK I/O       PIDS
